gene	pip
LINC00266-3	0
LOC285766	0
IRF4	0
EXOC2	0
LOC101927691	0
LINC01622	0
FOXF2	0
FOXCUT	0.00333333333333333
GMDS	0
GMDS-DT	0
LINC01600	0
LINC02521	0
MYLK4	0
WRNIP1	0
SERPINB1	0.002
SERPINB9P1	0
LOC101927730	0
SERPINB9	0.0855
SERPINB6	0.00283333333333333
LINC01011	0
NQO2	0
HTATSF1P2	0.0118333333333333
LOC101927759	0
RIPK1	0.024
BPHL	0
TUBB2A	0
LINC02525	0
TUBB2B	0
LOC100422781	0
PSMG4	0
SLC22A23	0
LOC643327	0.126333333333333
PXDC1	0.00683333333333333
FAM50B	0
PRPF4B	0
FAM217A	0
C6orf201	0
ECI2-DT	0
LOC102724096	0
LINC02533	0
CDYL	0
RPP40	0.101166666666667
LYRM4-AS1	0
LYRM4	0.0095
FARS2	0
LOC101927972	0
LOC101927950	0.0015
NRN1	0
F13A1	0.0555
LY86-AS1	0.00133333333333333
LY86	0
RREB1	0
SSR1	0
CAGE1	0
RIOK1	0
DSP	0
SNRNP48	0
BMP6	0
BLOC1S5-TXNDC5	0.0956666666666667
TXNDC5	0
PIP5K1P1	0.0673333333333333
EEF1E1-BLOC1S5	0
SLC35B3	0
LOC100506207	0.0928333333333333
TFAP2A	0
LINC00518	0
MIR5689HG	0
GCNT2	0
C6orf52	0
PAK1IP1	0.0171666666666667
TMEM14C	0
TMEM14B	0
MAK	0.137
GCM2	0
SYCP2L	0
LOC101928191	0
ELOVL2	0
ELOVL2-AS1	0
SMIM13	0
ERVFRD-1	0.0395
NEDD9	0
TMEM170B	0.0608333333333333
ADTRP	0
LOC101928253	0.0193333333333333
HIVEP1	0.00683333333333333
EDN1	0.0385
LINC02530	0
PHACTR1	0
LOC100130357	0.0208333333333333
TBC1D7-LOC100130357	0
GFOD1	0.000666666666666667
SIRT5	0.574333333333333
NOL7	0.193833333333333
RANBP9	0
MCUR1	0
RNF182	0
CD83	0.0213333333333333
LINC01108	0
JARID2	0.00133333333333333
DTNBP1	0
MYLIP	0
GMPR	0
ATXN1	0
STMND1	0
RBM24	0
CAP2	0
LOC101928491	0.0586666666666667
FAM8A1	0
NUP153	0
LOC105374952	0.114333333333333
KIF13A	0
NHLRC1	0
TPMT	0
KDM1B	0.026
DEK	0
RNF144B	0
MIR548A1HG	0
LOC101928519	0
LOC105374960	0
LNC-LBCS	0
ID4	0.0118333333333333
MBOAT1	0
E2F3	0
CDKAL1	0.0868333333333333
LINC00581	0
SOX4	0.0085
CASC15	0.0101666666666667
PRL	0
HDGFL1	0.0345
LOC105374972	0
NRSN1	0
DCDC2	0
MRS2	0
GPLD1	0
ALDH5A1	0
KIAA0319	0.0313333333333333
TDP2	0
ACOT13	0
C6orf62	0
GMNN	0
RIPOR2	0
CMAHP	0
LOC101928663	0
CARMIL1	0
SCGN	0
H2AC1	0.00616666666666667
H2AC2P	0.000166666666666667
SLC17A4	0
SLC17A1	0
SLC17A3	0.006
SLC17A2	0.0621666666666667
